category,name,mrp,discount_pct_raw,available_qty,discounted_price,weight_g,out_of_stock,qty,discount_amount,discount_pct,total_revenue_raw,price_per_gms,mrp_bucket,weight_kg,discounted_price_calc,total_revenue_calc
Ice Cream & Desserts,Ching's Secret Sweet Corn Soup,5500,0,6,5500,55,FALSE,55,0,1,3025,100,High,0.055,5500,302500
Ice Cream & Desserts,"Top Ramen Noodles, Atta",8000,0,1,8000,280,FALSE,280,0,1,78400,28.57,High,0.28,8000,2240000
Ice Cream & Desserts,Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,22500,15,5,19100,190,FALSE,190,3400,1,36100,100.53,High,0.19,19100,3629000
Ice Cream & Desserts,Dabur Hommade - Rajasthan Ki Garlic Chutne,6500,6,6,6100,200,FALSE,200,400,1,40000,30.5,High,0.2,6100,1220000
Ice Cream & Desserts,MTR Seviyan Vermicelli ,4200,0,2,4200,400,FALSE,400,0,0.9,160000,10.5,High,0.4,4200,1680000
Ice Cream & Desserts,Pantai Oyster Sauce,27500,14,4,23400,200,FALSE,200,4100,1,40000,117,High,0.2,23400,4680000
Ice Cream & Desserts,Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,FALSE,200,500,1,40000,47,High,0.2,9400,1880000
Ice Cream & Desserts,MTR Ready To Eat Paneer Butter Masala,13500,9,2,12200,300,FALSE,300,1300,1,90000,40.67,High,0.3,12200,3660000
Ice Cream & Desserts,Nestle Lactogen Stage 2 Follow-up Formula Powder,34000,0,2,34000,400,FALSE,400,0,1,160000,85,High,0.4,34000,13600000
Ice Cream & Desserts,Kellogg's Crunchy Bites Chocos,19000,10,6,17100,375,FALSE,375,1900,1,140625,45.6,High,0.375,17100,6412500
Ice Cream & Desserts,Veeba Hot Sweet Tomato Chilli Sauce,10400,20,3,8300,500,FALSE,500,2100,1,250000,16.6,High,0.5,8300,4150000
Ice Cream & Desserts,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,FALSE,500,10100,1,250000,29.8,High,0.5,14900,7450000
Ice Cream & Desserts,Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,FALSE,400,1300,1,160000,39,High,0.4,15600,6240000
Ice Cream & Desserts,Pantai Red Curry Paste,6000,0,4,6000,50,FALSE,50,0,1,2500,120,High,0.05,6000,300000
Ice Cream & Desserts,ITC Master Chef Chicken Seekh Kabab,32500,0,6,32500,500,FALSE,500,0,1,250000,65,High,0.5,32500,16250000
Ice Cream & Desserts,Del Monte Pizza & Pasta Sauce Spout Pack,9900,0,3,9900,400,FALSE,400,0,1,160000,24.75,High,0.4,9900,3960000
Ice Cream & Desserts,Pantai Sriracha Red Chilli Sauce,22500,15,6,19100,200,FALSE,200,3400,1,40000,95.5,High,0.2,19100,3820000
Ice Cream & Desserts,Hershey's Cocoa Spread,29500,0,3,29500,350,FALSE,350,0,1,122500,84.29,High,0.35,29500,10325000
Ice Cream & Desserts,Maggi Ghee Tadka Upma Express Pouch,2500,0,6,2500,65,FALSE,65,0,1,4225,38.46,Medium,0.065,2500,162500
Ice Cream & Desserts,Ching's Secret Manchurian Noodles,9100,0,5,9100,360,FALSE,360,0,1,129600,25.28,High,0.36,9100,3276000
Ice Cream & Desserts,Kellogg's All Bran Wheat Flakes,22000,6,5,20500,425,FALSE,425,1500,1,180625,48.24,High,0.425,20500,8712500
Ice Cream & Desserts,Yummiez Chicken Breakfast Sausages,15000,0,3,15000,250,FALSE,250,0,1,62500,60,High,0.25,15000,3750000
Ice Cream & Desserts,Pantai Red Curry Paste,15000,14,3,12800,114,FALSE,114,2200,1,12996,112.28,High,0.114,12800,1459200
Ice Cream & Desserts,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,33000,10,6,29700,400,FALSE,400,3300,1,160000,74.25,High,0.4,29700,11880000
Ice Cream & Desserts,Quaker Oats Pouch,27600,10,6,24800,1500,FALSE,1,2800,0.9,1500,16.53,High,1.5,24800,24800
Ice Cream & Desserts,Prasuma Momos -  Cheesy Spicy Veg,29500,0,6,29500,24,FALSE,24,0,1,576,1229.17,High,0.024,29500,708000
Ice Cream & Desserts,Veeba Sriracha Chilli Garlic Sauce,14900,8,5,13700,320,FALSE,320,1200,1,102400,42.81,High,0.32,13700,4384000
Ice Cream & Desserts,Ching's Secret Just Soak - Veg Hakka Noodles,11500,0,6,11500,600,FALSE,600,0,0.9,360000,19.17,High,0.6,11500,6900000
Ice Cream & Desserts,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,FALSE,175,14000,1,30625,80,High,0.175,14000,2450000
Ice Cream & Desserts,Figaro Plain Green Olive ,17900,0,6,17900,450,FALSE,450,0,1,202500,39.78,High,0.45,17900,8055000
Ice Cream & Desserts,Mother's Recipe Gujrati Gorkeri Pickle,14000,10,3,12600,500,FALSE,500,1400,1,250000,25.2,High,0.5,12600,6300000
Ice Cream & Desserts,Kellogg's Muesli 20% Nuts Delight,32000,0,6,32000,500,FALSE,500,0,1,250000,64,High,0.5,32000,16000000
Ice Cream & Desserts,Borges Farfalle Durum Wheat Pasta ,25000,0,5,25000,500,FALSE,500,0,1,250000,50,High,0.5,25000,12500000
Ice Cream & Desserts,Kellogg's Chocos,29900,10,4,26900,700,FALSE,700,3000,1,490000,38.43,High,0.7,26900,18830000
Ice Cream & Desserts,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,62000,0,1,62000,400,FALSE,400,0,1,160000,155,High,0.4,62000,24800000
Ice Cream & Desserts,Veeba Truly Tomato Ketchup,9900,20,6,7900,500,FALSE,500,2000,0.9,250000,15.8,High,0.5,7900,3950000
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,8500,4,1,8100,680,FALSE,680,400,0.9,462400,11.91,High,0.68,8100,5508000
Ice Cream & Desserts,MTR Roasted Vermicelli ,5500,0,1,5500,400,FALSE,400,0,0.9,160000,13.75,High,0.4,5500,2200000
Ice Cream & Desserts,Mother's Recipe Punjabi Teekha Mang Pickle,12000,10,4,10800,400,FALSE,400,1200,1,160000,27,High,0.4,10800,4320000
Ice Cream & Desserts,Ching's Secret Hot Garlic Instant Noodles,11400,0,6,11400,480,FALSE,480,0,1,230400,23.75,High,0.48,11400,5472000
Ice Cream & Desserts,Kellogg's Real Honey Corn Flakes,29000,7,5,26700,630,FALSE,630,2300,1,396900,42.38,High,0.63,26700,16821000
Ice Cream & Desserts,ITC Master Chef Lebanese Falafel Kebab,13000,4,4,12400,230,FALSE,230,600,1,52900,53.91,High,0.23,12400,2852000
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolaty,18500,10,5,16500,250,FALSE,250,2000,1,62500,66,High,0.25,16500,4125000
Ice Cream & Desserts,Organic India Apple Cider Vinegar,59500,9,2,53600,500,FALSE,500,5900,1,250000,107.2,High,0.5,53600,26800000
Ice Cream & Desserts,Masala Oats Masala & Coriander ,19500,9,5,17600,500,FALSE,500,1900,1,250000,35.2,High,0.5,17600,8800000
Ice Cream & Desserts,Ching's Secret  Noodles - Pad Thai Lemongras,20000,0,5,20000,130,FALSE,130,0,1,16900,153.85,High,0.13,20000,2600000
Ice Cream & Desserts,Bagrrys Fruit and Nut Muesli with Cranberries,49900,0,5,49900,750,FALSE,750,0,1,562500,66.53,High,0.75,49900,37425000
Ice Cream & Desserts,Kitchens Of India Yellow Dal Tadka,11000,30,6,7700,285,FALSE,285,3300,1,81225,27.02,High,0.285,7700,2194500
Ice Cream & Desserts,Soulfull Vanilla Fills - Ragi Bites,16900,5,6,16000,250,FALSE,250,900,1,62500,64,High,0.25,16000,4000000
Ice Cream & Desserts,Pantai Teriyaki Sauce with Garlic,32500,15,6,27600,200,FALSE,200,4900,1,40000,138,High,0.2,27600,5520000
Ice Cream & Desserts,Whiskas Adult Pocket Tuna Cat Food,41000,0,1,41000,1200,FALSE,1,0,1,1200,34.17,High,1.2,41000,41000
Ice Cream & Desserts,Kitchens Of India Chicken Darbari ,20000,30,4,14000,285,FALSE,285,6000,1,81225,49.12,High,0.285,14000,3990000
Ice Cream & Desserts,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,29900,10,6,26900,400,FALSE,400,3000,1,160000,67.25,High,0.4,26900,10760000
Ice Cream & Desserts,Smith & Jones Red Pasta Sauce Mix,4000,0,6,4000,46,FALSE,46,0,1,2116,86.96,High,0.046,4000,184000
Ice Cream & Desserts,Kellogg's Muesli Nuts Delight,42500,9,3,38300,750,FALSE,750,4200,1,562500,51.07,High,0.75,38300,28725000
Ice Cream & Desserts,Kitchens of India Dal Bukhara Gravy Mix,11000,30,6,7700,285,FALSE,285,3300,1,81225,27.02,High,0.285,7700,2194500
Ice Cream & Desserts,The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,FALSE,325,4300,1,105625,52.92,High,0.325,17200,5590000
Ice Cream & Desserts,Remia Mayonnaise,23000,0,6,23000,241,FALSE,241,0,1,58081,95.44,High,0.241,23000,5543000
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,10500,0,6,10500,425,FALSE,425,0,1,180625,24.71,High,0.425,10500,4462500
Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli - Strawberry,59500,0,1,59500,1000,FALSE,1,0,1,1000,59.5,High,1,59500,59500
Ice Cream & Desserts,Ching's Secret Tomato Oats Instant Soup,1500,0,3,1500,20,FALSE,20,0,1,400,75,Low,0.02,1500,30000
Ice Cream & Desserts,Kellogg's Special K Original Corn Flakes,14000,5,1,13300,290,FALSE,290,700,1,84100,45.86,High,0.29,13300,3857000
Ice Cream & Desserts,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,28000,50,5,14000,175,FALSE,175,14000,1,30625,80,High,0.175,14000,2450000
Ice Cream & Desserts,Tong Garden Wasabi Green Peas,17500,4,6,16700,150,FALSE,150,800,1,22500,111.33,High,0.15,16700,2505000
Ice Cream & Desserts,Ching's Secret Red Chilli Sauce,10500,0,4,10500,440,FALSE,440,0,1,193600,23.86,High,0.44,10500,4620000
Ice Cream & Desserts,Ching's Instant Hot and Sour Soup,5500,0,5,5500,55,FALSE,55,0,1,3025,100,High,0.055,5500,302500
Ice Cream & Desserts,Ching's Secret Noodles - Pad Thai Original,20000,0,6,20000,130,FALSE,130,0,1,16900,153.85,High,0.13,20000,2600000
Ice Cream & Desserts,Aashirvaad Instant Meals - Khatta Meetha Pohaa With Millets,5500,30,5,3800,80,FALSE,80,1700,1,6400,47.5,High,0.08,3800,304000
Ice Cream & Desserts,Del Monte Black Sliced Olives,25000,0,1,25000,450,FALSE,450,0,1,202500,55.56,High,0.45,25000,11250000
Ice Cream & Desserts,Kitchens Of India Murgh Methi,22000,30,5,15400,285,FALSE,285,6600,1,81225,54.04,High,0.285,15400,4389000
Ice Cream & Desserts,Nestle Cerelac 5 Grains & Fruits Cereal,28800,0,6,28800,300,FALSE,300,0,1,90000,96,High,0.3,28800,8640000
Ice Cream & Desserts,The Whole Truth - 5 Grain Muesli No Added Sugar,32500,20,6,26000,350,FALSE,350,6500,1,122500,74.29,High,0.35,26000,9100000
Ice Cream & Desserts,Ching's Secret  Pad Thai Noodles Green Curry,20000,0,6,20000,130,FALSE,130,0,1,16900,153.85,High,0.13,20000,2600000
Ice Cream & Desserts,Aashirvaad Suji Halwa With Jaggery,7500,0,6,7500,70,FALSE,70,0,1,4900,107.14,High,0.07,7500,525000
Ice Cream & Desserts,Mother's Recipe Mango Pickle ,12000,0,1,12000,400,FALSE,400,0,1,160000,30,High,0.4,12000,4800000
Ice Cream & Desserts,Ching's Secret Pad Thai Noodles - Extra Hot Thai Chilli,20000,0,6,20000,130,FALSE,130,0,1,16900,153.85,High,0.13,20000,2600000
Ice Cream & Desserts,Kellogg's Special K Original Corn Flakes,39900,11,6,35500,900,FALSE,900,4400,1,810000,39.44,High,0.9,35500,31950000
Ice Cream & Desserts,Knorr Sweet Corn Chicken Soup,5500,0,2,5500,42,FALSE,42,0,1,1764,130.95,High,0.042,5500,231000
Ice Cream & Desserts,Ching's Secret Tomato Soup,5500,0,6,5500,55,FALSE,55,0,1,3025,100,High,0.055,5500,302500
Ice Cream & Desserts,Funfoods Peanut Butter Creamy,16900,0,1,16900,400,FALSE,400,0,1,160000,42.25,High,0.4,16900,6760000
Ice Cream & Desserts,Japanese Choice Udon Noodles,29500,9,6,26600,250,FALSE,250,2900,1,62500,106.4,High,0.25,26600,6650000
Ice Cream & Desserts,Kelloggs Muesli - With 22% Fruit Magic,32000,10,5,28800,500,FALSE,500,3200,1,250000,57.6,High,0.5,28800,14400000
Ice Cream & Desserts,Dabur Hommade - Kalonji Tamatar Ki Chutney,6500,6,6,6100,200,FALSE,200,400,1,40000,30.5,High,0.2,6100,1220000
Ice Cream & Desserts,Kitchens Of India Dal Makhani,11000,30,1,7700,285,FALSE,285,3300,1,81225,27.02,High,0.285,7700,2194500
Ice Cream & Desserts,Aashirvaad Suji Halwa With Jaggery,5500,30,6,3800,80,FALSE,80,1700,1,6400,47.5,High,0.08,3800,304000
Ice Cream & Desserts,Del Monte Green Chili Sauce,5500,0,3,5500,190,FALSE,190,0,1,36100,28.95,High,0.19,5500,1045000
Ice Cream & Desserts,Pedigree Dog Food Adult Chicken & Veg,66000,10,1,59400,3000,FALSE,3,6600,1,9000,19.8,High,3,59400,178200
Ice Cream & Desserts,Kellogg's Original Corn Flakes,18500,5,6,17500,475,FALSE,475,1000,1,225625,36.84,High,0.475,17500,8312500
Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,69000,6,2,64800,3000,FALSE,3,4200,1,9000,21.6,High,3,64800,194400
Ice Cream & Desserts,Kitchens Of India Rajma Masala,11000,30,5,7700,285,FALSE,285,3300,1,81225,27.02,High,0.285,7700,2194500
Ice Cream & Desserts,Kitchen Of India Ready-To-Eat Pindi Channa,11000,30,2,7700,285,FALSE,285,3300,1,81225,27.02,High,0.285,7700,2194500
Ice Cream & Desserts,Figaro Pitted Black Olive ,17900,0,6,17900,450,FALSE,450,0,1,202500,39.78,High,0.45,17900,8055000
Ice Cream & Desserts,Cantina Tabasco Red Sauce,14000,15,6,11900,60,FALSE,60,2100,1,3600,198.33,High,0.06,11900,714000
Ice Cream & Desserts,Mother's Recipe Pickle - Mixed,14900,26,6,10900,500,FALSE,500,4000,1,250000,21.8,High,0.5,10900,5450000
Ice Cream & Desserts,Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month,27900,0,5,27900,300,FALSE,300,0,1,90000,93,High,0.3,27900,8370000
Ice Cream & Desserts,Mother's Recipe Tamarind Paste,5000,2,2,4900,200,FALSE,200,100,1,40000,24.5,High,0.2,4900,980000
Ice Cream & Desserts,Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken,14000,20,6,11200,80,FALSE,80,2800,1,6400,140,High,0.08,11200,896000
Ice Cream & Desserts,Veeba Peri Peri Sauce,16100,0,6,16100,300,FALSE,300,0,1,90000,53.67,High,0.3,16100,4830000
Ice Cream & Desserts,Pantai Sriracha Yellow Chilli Sauce,22500,15,6,19100,200,FALSE,200,3400,1,40000,95.5,High,0.2,19100,3820000
Ice Cream & Desserts,Praakritik Organic Jumbo Rolled Oats,19000,11,6,16900,500,FALSE,500,2100,1,250000,33.8,High,0.5,16900,8450000
Ice Cream & Desserts,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodles,12300,0,6,12300,600,FALSE,600,0,1,360000,20.5,High,0.6,12300,7380000
Ice Cream & Desserts,Pantai Spring Roll Sauce,27500,10,6,24500,200,FALSE,200,3000,1,40000,122.5,High,0.2,24500,4900000
Ice Cream & Desserts,MTR Vermicelli Payasam,7500,0,6,7500,180,FALSE,180,0,1,32400,41.67,High,0.18,7500,1350000
Ice Cream & Desserts,Bagrrys Corn Flakes,35000,0,6,35000,880,FALSE,800,0,1,704000,39.77,High,0.88,35000,28000000
Ice Cream & Desserts,MTR Ready To Eat Palak Paneer ,13500,11,6,12000,300,FALSE,300,1500,1,90000,40,High,0.3,12000,3600000
Ice Cream & Desserts,Del Monte Red Chili Sauce,5500,0,5,5500,190,FALSE,190,0,1,36100,28.95,High,0.19,5500,1045000
Ice Cream & Desserts,Kitchens of India Mutter Paneer Mix,12000,30,4,8400,285,FALSE,285,3600,1,81225,29.47,High,0.285,8400,2394000
Ice Cream & Desserts,Pantai Green Curry Paste,6000,6,6,5600,50,FALSE,50,400,1,2500,112,High,0.05,5600,280000
Ice Cream & Desserts,The Laughing Cow Cheese Spread Plain,11000,0,6,11000,180,FALSE,180,0,1,32400,61.11,High,0.18,11000,1980000
Ice Cream & Desserts,MTR Dal Fry,11000,0,5,11000,300,FALSE,300,0,1,90000,36.67,High,0.3,11000,3300000
Ice Cream & Desserts,Pantai Fish Sauce,27500,14,6,23400,200,FALSE,200,4100,1,40000,117,High,0.2,23400,4680000
Ice Cream & Desserts,Cantina Beans Mexican Beans,25000,14,6,21300,410,FALSE,410,3700,1,168100,51.95,High,0.41,21300,8733000
Ice Cream & Desserts,Ching's Secret Manchurian Instant Noodle,11400,0,6,11400,480,FALSE,480,0,1,230400,23.75,High,0.48,11400,5472000
Ice Cream & Desserts,Remia Salad Italian Dressing ,23000,0,6,23000,250,FALSE,250,0,1,62500,92,High,0.25,23000,5750000
Ice Cream & Desserts,Yummiez Veg Cheese Fingers Pouch,23000,0,4,23000,400,FALSE,400,0,1,160000,57.5,High,0.4,23000,9200000
Ice Cream & Desserts,MTR Dal Makhani,11000,0,4,11000,300,FALSE,300,0,1,90000,36.67,High,0.3,11000,3300000
Ice Cream & Desserts,MTR Ready to Eat Pav Bhaji,11000,0,6,11000,300,FALSE,300,0,1,90000,36.67,High,0.3,11000,3300000
Ice Cream & Desserts,Weikfield Tomato Salsa Instant Pasta,2500,0,1,2500,77,FALSE,77,0,1,5929,32.47,Medium,0.077,2500,192500
Ice Cream & Desserts,Nestlé CERELAC Baby Cereal with Milk,27200,0,1,27200,300,FALSE,300,0,1,90000,90.67,High,0.3,27200,8160000
Ice Cream & Desserts,Remia Salad Caesar Dressing,25000,0,6,25000,250,FALSE,250,0,1,62500,100,High,0.25,25000,6250000
Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli Mixed Fruit,33000,0,6,33000,500,FALSE,500,0,1,250000,66,High,0.5,33000,16500000
Ice Cream & Desserts,MTR Paneer Butter Masala & Veg Pulao,17500,9,4,15800,375,FALSE,375,1700,1,140625,42.13,High,0.375,15800,5925000
Ice Cream & Desserts,Sundrop Cocoa Nut Hazelnut Chocolatey Spread,12000,0,6,12000,160,FALSE,160,0,1,25600,75,High,0.16,12000,1920000
Ice Cream & Desserts,Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip,28000,50,6,14000,175,FALSE,175,14000,1,30625,80,High,0.175,14000,2450000
Ice Cream & Desserts,Pedigree Dog Food Adult Meat & Rice,66000,7,2,60800,3000,FALSE,3,5200,1,9000,20.27,High,3,60800,182400
Ice Cream & Desserts,Pantai Sriracha Green Chilli Sauce,22500,15,6,19100,200,FALSE,200,3400,1,40000,95.5,High,0.2,19100,3820000
Ice Cream & Desserts,Pantai Chilli Garlic Sauce,27500,14,6,23400,200,FALSE,200,4100,1,40000,117,High,0.2,23400,4680000
Ice Cream & Desserts,Pantai Dark Soy Sauce,27500,14,6,23400,200,FALSE,200,4100,1,40000,117,High,0.2,23400,4680000
Ice Cream & Desserts,Yoga Bar Peanut Butter Dark Chocolate Jar,24900,0,4,24900,400,FALSE,400,0,1,160000,62.25,High,0.4,24900,9960000
Ice Cream & Desserts,Cantina Tabasco Green Sauce,14000,15,6,11900,60,FALSE,60,2100,1,3600,198.33,High,0.06,11900,714000
Ice Cream & Desserts,Pantai Pad Thai Sauce (Non-Veg),32500,9,5,29300,200,FALSE,200,3200,1,40000,146.5,High,0.2,29300,5860000
Ice Cream & Desserts,Pantai Sweet Chilli Sauce,27500,14,6,23400,200,FALSE,200,4100,1,40000,117,High,0.2,23400,4680000
Ice Cream & Desserts,Ching's Secret Schezwan Instant Noodle,11400,0,6,11400,480,FALSE,480,0,1,230400,23.75,High,0.48,11400,5472000
Ice Cream & Desserts,Yummiez Chicken Garlic Fingers Pouch,25000,0,5,25000,400,FALSE,400,0,1,160000,62.5,High,0.4,25000,10000000
Ice Cream & Desserts,Pediasure Premium Chocolate Powdered Health Drink,61000,0,2,61000,400,FALSE,400,0,1,160000,152.5,High,0.4,61000,24400000
Ice Cream & Desserts,Chings Secret Hot Garlic Instant Noodles,9100,0,6,9100,60,FALSE,60,0,1,3600,151.67,High,0.06,9100,546000
Ice Cream & Desserts,Godrej Yummiez Cheese Corn Nuggets ,23000,0,4,23000,400,FALSE,400,0,1,160000,57.5,High,0.4,23000,9200000
Ice Cream & Desserts,Pantai Hot Chilli Sauce,27500,14,6,23400,200,FALSE,200,4100,1,40000,117,High,0.2,23400,4680000
Ice Cream & Desserts,Knorr International Mexican Tomato Corn Soup ,6500,6,3,6100,52,FALSE,52,400,1,2704,117.31,High,0.052,6100,317200
Ice Cream & Desserts,Bagrry's Fruit Fibre Muesli Mixed Fruit ,59500,0,5,59500,1000,FALSE,1,0,1,1000,59.5,High,1,59500,59500
Ice Cream & Desserts,MTR Roasted Vermicelli ,10500,0,4,10500,850,FALSE,850,0,0.9,722500,12.35,High,0.85,10500,8925000
Ice Cream & Desserts,Maggi 2-Minute Instant Noodles - Masala,4400,0,0,4400,280,TRUE,280,0,0.9,78400,15.71,High,0.28,4400,1232000
Ice Cream & Desserts,"Kurkure Green Chutney, Rajasthani Style",2000,0,0,2000,90,TRUE,90,0,1,8100,22.22,Medium,0.09,2000,180000
Ice Cream & Desserts,Kellogg's Chocos Combo Pack,6000,6,0,5600,156,TRUE,156,400,1,24336,35.9,High,0.156,5600,873600
Ice Cream & Desserts,Kissan Mixed Fruit Jam ,15500,0,0,15500,500,TRUE,500,0,1,250000,31,High,0.5,15500,7750000
Ice Cream & Desserts,Lijjat Urad Papad,6000,5,0,5700,200,TRUE,200,300,1,40000,28.5,High,0.2,5700,1140000
Ice Cream & Desserts,Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,TRUE,200,0,1,40000,42.5,High,0.2,8500,1700000
Ice Cream & Desserts,Mother's Recipe Ginger And Garlic Paste,5000,24,0,3800,200,TRUE,200,1200,1,40000,19,High,0.2,3800,760000
Ice Cream & Desserts,Maggi Magic Cubes Chicken,4000,2,0,3900,40,TRUE,40,100,1,1600,97.5,High,0.04,3900,156000
Ice Cream & Desserts,Pedigree Puppy Chicken Chunks in Gravy ,3500,2,0,3400,70,TRUE,70,100,1,4900,48.57,Medium,0.07,3400,238000
Ice Cream & Desserts,The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,TRUE,325,3700,1,105625,45.54,High,0.325,14800,4810000
Ice Cream & Desserts,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,TRUE,20,0,1,400,50,Low,0.02,1000,20000
Ice Cream & Desserts,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,TRUE,500,300,0.9,250000,11.4,High,0.5,5700,2850000
Ice Cream & Desserts,Safal Frozen Corn,4100,4,0,3900,200,TRUE,200,200,1,40000,19.5,High,0.2,3900,780000
Ice Cream & Desserts,Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,TRUE,200,300,1,40000,41,High,0.2,8200,1640000
Ice Cream & Desserts,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,TRUE,600,0,0.9,360000,17.83,High,0.6,10700,6420000
Ice Cream & Desserts,Saffola Oats 100 % Natural,1500,0,0,1500,38,TRUE,38,0,1,1444,39.47,Low,0.038,1500,57000
Ice Cream & Desserts,Lijjat Moong Papad,6000,5,0,5700,200,TRUE,200,300,1,40000,28.5,High,0.2,5700,1140000
Ice Cream & Desserts,Mothers Recipe Papad - Sabudana With Rock Salt,3100,9,0,2800,70,TRUE,70,300,1,4900,40,Medium,0.07,2800,196000
Ice Cream & Desserts,Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,TRUE,70,0,1,4900,71.43,High,0.07,5000,350000
Ice Cream & Desserts,Veeba Favourites Eggless Burger Mayonnaise,6900,8,0,6300,250,TRUE,250,600,1,62500,25.2,High,0.25,6300,1575000
Ice Cream & Desserts,Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,TRUE,240,300,1,57600,18.75,High,0.24,4500,1080000
Ice Cream & Desserts,Top Ramen Masala,9100,9,0,8200,560,TRUE,560,900,0.9,313600,14.64,High,0.56,8200,4592000
Ice Cream & Desserts,Kelloggs Corn Flakes With Real Strawberry Pure,26500,10,0,23600,575,TRUE,575,2900,1,330625,41.04,High,0.575,23600,13570000
Ice Cream & Desserts,Mother's Recipe Potato Papad,3100,9,0,2800,70,TRUE,75,300,1,5250,40,Medium,0.07,2800,210000
Ice Cream & Desserts,Mothers Recipe Rice Papad Ajwain,2400,0,0,2400,75,TRUE,75,0,1,5625,32,Medium,0.075,2400,180000
Ice Cream & Desserts,Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,TRUE,500,8000,1,250000,16,High,0.5,8000,4000000
Ice Cream & Desserts,Dabur Hommade - Imli Sauce Saunth,2000,10,0,1800,100,TRUE,100,200,1,10000,18,Medium,0.1,1800,180000
Ice Cream & Desserts,Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,TRUE,300,0,1,90000,63.33,High,0.3,19000,5700000
Ice Cream & Desserts,Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,TRUE,65,500,1,4225,35.38,Medium,0.065,2300,149500
Ice Cream & Desserts,Safal Frozen - Sweet Corn,16000,5,0,15200,1000,TRUE,1,800,0.9,1000,15.2,High,1,15200,15200
Ice Cream & Desserts,MTR Vegetable Upma,2500,0,0,2500,60,TRUE,60,0,1,3600,41.67,Medium,0.06,2500,150000
Ice Cream & Desserts,Del Monte Original Blend Tomato Ketchup Pouch,12000,7,0,11100,950,TRUE,950,900,0.9,902500,11.68,High,0.95,11100,10545000
Ice Cream & Desserts,Del Monte Natural Vinegar ,5500,3,0,5300,180,TRUE,180,200,1,32400,29.44,High,0.18,5300,954000
Ice Cream & Desserts,Del Monte Eggless Mayo,13500,6,0,12600,500,TRUE,500,900,1,250000,25.2,High,0.5,12600,6300000
Ice Cream & Desserts,ITC Master Chef Cheesy Corn Triangles,16000,5,0,15200,320,TRUE,320,800,1,102400,47.5,High,0.32,15200,4864000
Ice Cream & Desserts,Mother's Recipe Mixed Pickle ,11500,4,0,11000,400,TRUE,400,500,1,160000,27.5,High,0.4,11000,4400000
Ice Cream & Desserts,Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,TRUE,250,700,1,62500,57.2,High,0.25,14300,3575000
Ice Cream & Desserts,Hershey's Cocoa + Almond Spread,29500,9,0,26600,350,TRUE,350,2900,1,122500,76,High,0.35,26600,9310000
Ice Cream & Desserts,Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,TRUE,280,0,1,78400,25.71,High,0.28,7200,2016000
Ice Cream & Desserts,Del Monte Schezwan Sauce,5500,0,0,5500,190,TRUE,190,0,1,36100,28.95,High,0.19,5500,1045000
Ice Cream & Desserts,Yummiez Green Peas,13500,0,0,13500,500,TRUE,500,0,1,250000,27,High,0.5,13500,6750000
Ice Cream & Desserts,Yummiez Green Peas,25000,0,0,25000,1000,TRUE,1,0,1,1000,25,High,1,25000,25000
Ice Cream & Desserts,Yummiez American Sweet Corn,8500,0,0,8500,400,TRUE,400,0,1,160000,21.25,High,0.4,8500,3400000
Ice Cream & Desserts,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,7900,0,0,7900,250,TRUE,250,0,1,62500,31.6,High,0.25,7900,1975000
